,variables
1616, kube_pod_container_status_waiting_reason_26 
1617, kube_pod_container_status_waiting_reason_27 
1618, kube_pod_container_status_waiting_reason_28 
1619, kube_pod_container_status_waiting_reason_29 
1620, kube_pod_container_status_waiting_reason_30 
1621, kube_pod_container_status_waiting_reason_31 
1622, kube_pod_container_status_waiting_reason_32 
1623, kube_pod_container_status_waiting_reason_33 
1624, kube_pod_container_status_waiting_reason_34 
1625, kube_pod_container_status_waiting_reason_35 
1626, kube_pod_container_status_waiting_reason_36 
1627, kube_pod_container_status_waiting_reason_37 
1628, kube_pod_container_status_waiting_reason_38 
1629, kube_pod_container_status_waiting_reason_39 
1630, kube_pod_container_status_waiting_reason_40 
1631, kube_pod_container_status_waiting_reason_41 
1632, kube_pod_container_status_waiting_reason_42 
1633, kube_pod_container_status_waiting_reason_43 
1634, kube_pod_container_status_waiting_reason_44 
1635, kube_pod_container_status_waiting_reason_45 
1636, kube_pod_container_status_waiting_reason_46 
1637, kube_pod_container_status_waiting_reason_47 
1638, kube_pod_container_status_waiting_reason_48 
1639, kube_pod_container_status_waiting_reason_49 
1640, kube_pod_container_status_waiting_reason_50 
1641, kube_pod_container_status_waiting_reason_51 
1642, kube_pod_container_status_waiting_reason_52 
1643, kube_pod_container_status_waiting_reason_53 
1644, kube_pod_container_status_waiting_reason_54 
1645, kube_pod_container_status_waiting_reason_55 
1646, kube_pod_container_status_waiting_reason_56 
1647, kube_pod_container_status_waiting_reason_57 
1648, kube_pod_container_status_waiting_reason_58 
1649, kube_pod_container_status_waiting_reason_59 
1650, kube_pod_container_status_waiting_reason_60 
1651, kube_pod_container_status_waiting_reason_61 
1652, kube_pod_container_status_waiting_reason_62 
1653, kube_pod_container_status_waiting_reason_63 
1654, kube_pod_container_status_waiting_reason_64 
1655, kube_pod_container_status_waiting_reason_65 
1656, kube_pod_container_status_waiting_reason_66 
1657, kube_pod_container_status_waiting_reason_67 
1658, kube_pod_container_status_waiting_reason_68 
1659, kube_pod_container_status_waiting_reason_69 
1660, kube_pod_container_status_waiting_reason_70 
1661, kube_pod_container_status_waiting_reason_71 
1662, kube_pod_container_status_waiting_reason_72 
1663, kube_pod_container_status_waiting_reason_73 
1664, kube_pod_container_status_waiting_reason_74 
1665, kube_pod_container_status_waiting_reason_75 
1666, kube_pod_container_status_waiting_reason_76 
1667, kube_pod_container_status_waiting_reason_77 
1668, kube_pod_container_status_waiting_reason_78 
1669, kube_pod_container_status_waiting_reason_79 
1670, kube_pod_container_status_waiting_reason_80 
1671, kube_pod_container_status_waiting_reason_81 
1672, kube_pod_container_status_waiting_reason_82 
1673, kube_pod_container_status_waiting_reason_83 
1674, kube_pod_container_status_waiting_reason_84 
1675, kube_pod_container_status_waiting_reason_85 
1676, kube_pod_container_status_waiting_reason_86 
1677, kube_pod_container_status_waiting_reason_87 
1678, kube_pod_container_status_waiting_reason_88 
1679, kube_pod_container_status_waiting_reason_89 
1680, kube_pod_container_status_waiting_reason_90 
1681, kube_pod_container_status_waiting_reason_91 
1682, kube_pod_container_status_waiting_reason_92 
1683, kube_pod_container_status_waiting_reason_93 
1684, kube_pod_container_status_waiting_reason_94 
1685, kube_pod_container_status_waiting_reason_95 
1686, kube_pod_container_status_waiting_reason_96 
1687, kube_pod_container_status_waiting_reason_97 
1688, kube_pod_container_status_waiting_reason_98 
1689, kube_pod_container_status_waiting_reason_99 
1690, kube_pod_container_status_waiting_reason_100 
1691, kube_pod_container_status_waiting_reason_101 
1692, kube_pod_container_status_waiting_reason_102 
1693, kube_pod_container_status_waiting_reason_103 
1694, kube_pod_container_status_waiting_reason_104 
1695, kube_pod_container_status_waiting_reason_105 
1696, kube_pod_container_status_waiting_reason_106 
1697, kube_pod_container_status_waiting_reason_107 
1698, kube_pod_container_status_waiting_reason_108 
1699, kube_pod_container_status_waiting_reason_109 
1700, kube_pod_container_status_waiting_reason_110 
1701, kube_pod_container_status_waiting_reason_111 
1702, kube_pod_container_status_waiting_reason_112 
1703, kube_pod_container_status_waiting_reason_113 
1704, kube_pod_container_status_waiting_reason_114 
1705, kube_pod_container_status_waiting_reason_115 
1706, kube_pod_container_status_waiting_reason_116 
1707, kube_pod_container_status_waiting_reason_117 
1708, kube_pod_container_status_waiting_reason_118 
1709, kube_pod_container_status_waiting_reason_119 
1710, kube_pod_container_status_waiting_reason_120 
1711, kube_pod_container_status_waiting_reason_121 
1712, kube_pod_container_status_waiting_reason_122 
1713, kube_pod_container_status_waiting_reason_123 
1714, kube_pod_container_status_waiting_reason_124 
1715, kube_pod_container_status_waiting_reason_125 
1716, kube_pod_container_status_waiting_reason_126 
1717, kube_pod_container_status_waiting_reason_127 
1718, kube_pod_container_status_waiting_reason_128 
1719, kube_pod_container_status_waiting_reason_129 
1720, kube_pod_container_status_waiting_reason_130 
1721, kube_pod_container_status_waiting_reason_131 
1722, prometheus_config_last_reload_success_timestamp_seconds_0 
1723, prometheus_rule_group_duration_seconds_count_0 
1724, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_0_topic_consumer_offsets_partition_19_value_0 
1725, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_0_topic_consumer_offsets_partition_19_value_1 
1726, kube_endpoint_address_not_ready_0 
1727, kube_endpoint_address_not_ready_1 
1728, kube_endpoint_address_not_ready_2 
1729, kube_endpoint_address_not_ready_3 
1730, kube_endpoint_address_not_ready_4 
1731, kube_endpoint_address_not_ready_5 
1732, kube_endpoint_address_not_ready_6 
1733, kube_endpoint_address_not_ready_7 
1734, kube_endpoint_address_not_ready_8 
1735, kube_endpoint_address_not_ready_9 
1736, kube_endpoint_address_not_ready_10 
1737, kube_endpoint_address_not_ready_11 
1738, kube_endpoint_address_not_ready_12 
1739, kube_endpoint_address_not_ready_13 
1740, kube_endpoint_address_not_ready_14 
1741, prometheus_sd_azure_refresh_failures_total_0 
1742, node_netstat_Icmp6_OutMsgs_0 
1743, node_netstat_Icmp6_OutMsgs_1 
1744, node_netstat_Icmp6_OutMsgs_2 
1745, node_arp_entries_0 
1746, node_arp_entries_1 
1747, node_arp_entries_2 
1748, node_arp_entries_3 
1749, node_arp_entries_4 
1750, node_arp_entries_5 
1751, node_arp_entries_6 
1752, node_arp_entries_7 
1753, node_arp_entries_8 
1754, node_arp_entries_9 
1755, node_arp_entries_10 
1756, node_arp_entries_11 
1757, java_lang_memorypool_max_usage_compressed_class_space_0 
1758, java_lang_memorypool_max_usage_compressed_class_space_1 
1759, java_lang_memorypool_max_usage_compressed_class_space_2 
1760, kafka_controller_controllerstats_isrchangerateandtimems_count_0 
1761, kafka_controller_controllerstats_isrchangerateandtimems_count_1 
1762, kafka_controller_controllerstats_isrchangerateandtimems_count_2 
1763, prometheus_tsdb_head_series_created_total_0 
1764, kafka_controller_controllerstats_autoleaderbalancerateandtimems_count_0 
1765, kafka_controller_controllerstats_autoleaderbalancerateandtimems_count_1 
1766, kafka_controller_controllerstats_autoleaderbalancerateandtimems_count_2 
1767, java_lang_memorypool_max_peakusage_metaspace_0 
1768, java_lang_memorypool_max_peakusage_metaspace_1 
1769, java_lang_memorypool_max_peakusage_metaspace_2 
1770, kafka_server_delayedoperationpurgatory_numdelayedoperations_txn_marker_purgatory_value_0 
1771, kafka_server_delayedoperationpurgatory_numdelayedoperations_txn_marker_purgatory_value_1 
1772, kafka_server_delayedoperationpurgatory_numdelayedoperations_txn_marker_purgatory_value_2 
1773, java_lang_garbagecollector_init_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_g1_survivor_space_0 
1774, java_lang_garbagecollector_init_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_g1_survivor_space_1 
1775, java_lang_garbagecollector_init_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_g1_survivor_space_2 
1776, kafka_server_brokertopicmetrics_bytesoutpersec_oneminuterate_0 
1777, kafka_server_brokertopicmetrics_bytesoutpersec_oneminuterate_1 
1778, kafka_server_brokertopicmetrics_bytesoutpersec_oneminuterate_2 
1779, kafka_server_brokertopicmetrics_bytesoutpersec_oneminuterate_3 
1780, prometheus_sd_openstack_refresh_duration_seconds_count_0 
1781, alertmanager_notifications_failed_total_0 
1782, alertmanager_notifications_failed_total_1 
1783, alertmanager_notifications_failed_total_2 
1784, alertmanager_notifications_failed_total_3 
1785, alertmanager_notifications_failed_total_4 
1786, alertmanager_notifications_failed_total_5 
1787, alertmanager_notifications_failed_total_6 
1788, alertmanager_notifications_failed_total_7 
1789, alertmanager_notifications_failed_total_8 
1790, alertmanager_oversize_gossip_message_duration_seconds_bucket_0 
1791, alertmanager_oversize_gossip_message_duration_seconds_bucket_1 
1792, alertmanager_oversize_gossip_message_duration_seconds_bucket_2 
1793, alertmanager_oversize_gossip_message_duration_seconds_bucket_3 
1794, alertmanager_oversize_gossip_message_duration_seconds_bucket_4 
1795, alertmanager_oversize_gossip_message_duration_seconds_bucket_5 
1796, alertmanager_oversize_gossip_message_duration_seconds_bucket_6 
1797, alertmanager_oversize_gossip_message_duration_seconds_bucket_7 
1798, alertmanager_oversize_gossip_message_duration_seconds_bucket_8 
1799, alertmanager_oversize_gossip_message_duration_seconds_bucket_9 
1800, alertmanager_oversize_gossip_message_duration_seconds_bucket_10 
1801, alertmanager_oversize_gossip_message_duration_seconds_bucket_11 
1802, alertmanager_oversize_gossip_message_duration_seconds_bucket_12 
1803, alertmanager_oversize_gossip_message_duration_seconds_bucket_13 
1804, alertmanager_oversize_gossip_message_duration_seconds_bucket_14 
1805, alertmanager_oversize_gossip_message_duration_seconds_bucket_15 
1806, alertmanager_oversize_gossip_message_duration_seconds_bucket_16 
1807, alertmanager_oversize_gossip_message_duration_seconds_bucket_17 
1808, alertmanager_oversize_gossip_message_duration_seconds_bucket_18 
1809, alertmanager_oversize_gossip_message_duration_seconds_bucket_19 
1810, alertmanager_oversize_gossip_message_duration_seconds_bucket_20 
1811, alertmanager_oversize_gossip_message_duration_seconds_bucket_21 
1812, alertmanager_oversize_gossip_message_duration_seconds_bucket_22 
1813, alertmanager_oversize_gossip_message_duration_seconds_bucket_23 
1814, node_load1_0 
1815, node_load1_1 
1816, node_load1_2 
1817, alertmanager_silences_snapshot_duration_seconds_count_0 
1818, kube_pod_spec_volumes_persistentvolumeclaims_info_0 
1819, kube_pod_spec_volumes_persistentvolumeclaims_info_1 
1820, kube_pod_spec_volumes_persistentvolumeclaims_info_2 
1821, kube_pod_spec_volumes_persistentvolumeclaims_info_3 
1822, kube_pod_spec_volumes_persistentvolumeclaims_info_4 
1823, kube_pod_container_status_last_terminated_reason_0 
1824, kube_pod_container_status_last_terminated_reason_1 
1825, kube_pod_container_status_last_terminated_reason_2 
1826, kube_pod_container_status_last_terminated_reason_3 
1827, kube_pod_container_status_last_terminated_reason_4 
1828, kube_pod_container_status_last_terminated_reason_5 
1829, kube_pod_container_status_last_terminated_reason_6 
1830, kube_pod_container_status_last_terminated_reason_7 
1831, kube_pod_container_status_last_terminated_reason_8 
1832, kube_pod_container_status_last_terminated_reason_9 
1833, kube_pod_container_status_last_terminated_reason_10 
1834, kube_pod_container_status_last_terminated_reason_11 
1835, kube_pod_container_status_last_terminated_reason_12 
1836, kube_pod_container_status_last_terminated_reason_13 
1837, kube_pod_container_status_last_terminated_reason_14 
1838, kube_pod_container_status_last_terminated_reason_15 
1839, kube_pod_container_status_last_terminated_reason_16 
1840, kube_pod_container_status_last_terminated_reason_17 
1841, kube_pod_container_status_last_terminated_reason_18 
1842, kube_pod_container_status_last_terminated_reason_19 
1843, kube_pod_container_status_last_terminated_reason_20 
1844, kube_pod_container_status_last_terminated_reason_21 
1845, kube_pod_container_status_last_terminated_reason_22 
1846, kube_pod_container_status_last_terminated_reason_23 
1847, kube_pod_container_status_last_terminated_reason_24 
1848, kube_pod_container_status_last_terminated_reason_25 
1849, kube_pod_container_status_last_terminated_reason_26 
1850, kube_pod_container_status_last_terminated_reason_27 
1851, kube_pod_container_status_last_terminated_reason_28 
1852, kube_pod_container_status_last_terminated_reason_29 
1853, kube_pod_container_status_last_terminated_reason_30 
1854, kube_pod_container_status_last_terminated_reason_31 
1855, kube_pod_container_status_last_terminated_reason_32 
1856, kube_pod_container_status_last_terminated_reason_33 
1857, kube_pod_container_status_last_terminated_reason_34 
1858, kube_pod_container_status_last_terminated_reason_35 
1859, kube_pod_container_status_last_terminated_reason_36 
1860, kube_pod_container_status_last_terminated_reason_37 
1861, kube_pod_container_status_last_terminated_reason_38 
1862, kube_pod_container_status_last_terminated_reason_39 
1863, kube_pod_container_status_last_terminated_reason_40 
1864, kube_pod_container_status_last_terminated_reason_41 
1865, kube_pod_container_status_last_terminated_reason_42 
1866, kube_pod_container_status_last_terminated_reason_43 
1867, kube_pod_container_status_last_terminated_reason_44 
1868, kube_pod_container_status_last_terminated_reason_45 
1869, kube_pod_container_status_last_terminated_reason_46 
1870, kube_pod_container_status_last_terminated_reason_47 
1871, kube_pod_container_status_last_terminated_reason_48 
1872, kube_pod_container_status_last_terminated_reason_49 
1873, kube_pod_container_status_last_terminated_reason_50 
1874, kube_pod_container_status_last_terminated_reason_51 
1875, kube_pod_container_status_last_terminated_reason_52 
1876, kube_pod_container_status_last_terminated_reason_53 
1877, kube_pod_container_status_last_terminated_reason_54 
1878, kube_pod_container_status_last_terminated_reason_55 
1879, kube_pod_container_status_last_terminated_reason_56 
1880, kube_pod_container_status_last_terminated_reason_57 
1881, kube_pod_container_status_last_terminated_reason_58 
1882, kube_pod_container_status_last_terminated_reason_59 
1883, kube_pod_container_status_last_terminated_reason_60 
1884, kube_pod_container_status_last_terminated_reason_61 
1885, kube_pod_container_status_last_terminated_reason_62 
1886, kube_pod_container_status_last_terminated_reason_63 
1887, kube_pod_container_status_last_terminated_reason_64 
1888, kube_pod_container_status_last_terminated_reason_65 
1889, kube_pod_container_status_last_terminated_reason_66 
1890, kube_pod_container_status_last_terminated_reason_67 
1891, kube_pod_container_status_last_terminated_reason_68 
1892, kube_pod_container_status_last_terminated_reason_69 
1893, kube_pod_container_status_last_terminated_reason_70 
1894, kube_pod_container_status_last_terminated_reason_71 
1895, kube_pod_container_status_last_terminated_reason_72 
1896, kube_pod_container_status_last_terminated_reason_73 
1897, kube_pod_container_status_last_terminated_reason_74 
1898, kube_pod_container_status_last_terminated_reason_75 
1899, kube_pod_container_status_last_terminated_reason_76 
1900, kube_pod_container_status_last_terminated_reason_77 
1901, kube_pod_container_status_last_terminated_reason_78 
1902, kube_pod_container_status_last_terminated_reason_79 
1903, kube_pod_container_status_last_terminated_reason_80 
1904, kube_pod_container_status_last_terminated_reason_81 
1905, kube_pod_container_status_last_terminated_reason_82 
1906, kube_pod_container_status_last_terminated_reason_83 
1907, kube_pod_container_status_last_terminated_reason_84 
1908, kube_pod_container_status_last_terminated_reason_85 
1909, kube_pod_container_status_last_terminated_reason_86 
1910, kube_pod_container_status_last_terminated_reason_87 
1911, kube_pod_container_status_last_terminated_reason_88 
1912, kube_pod_container_status_last_terminated_reason_89 
1913, kube_pod_container_status_last_terminated_reason_90 
1914, kube_pod_container_status_last_terminated_reason_91 
1915, kube_pod_container_status_last_terminated_reason_92 
